age,gender,education_level,occupation_type,avg_income,income_stability,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,rent_payment,utility1_payment,utility2_payment,credit_score
49,other,high-school,professional,5111.765236586604,0.9615611551432248,4882.38022789647,5124.096186850745,5001.404590675839,4976.50411584617,5486.928930657428,5199.277367592976,1,1,1,82
54,female,other,semi-skilled,3090.994643498941,0.9654699334984395,2884.778825440812,3116.205616397594,3185.9954873174725,3148.704108542728,3183.9906594429576,3026.2931638520804,1,1,1,58
25,male,high-school,professional,5799.059365339873,0.9400476749200017,5602.617804336345,5602.473882461374,6537.399331720953,5553.501508870313,5612.106670977079,5886.256993673174,1,1,1,76
55,male,masters,entry-level,6820.225919653083,0.9458423537875497,7157.166358063207,6370.392927679038,6589.3244168379115,7107.991513670385,7275.452547765535,6421.027753902423,0,0,0,56
28,other,other,entry-level,4159.553248047853,0.9434181491492274,4244.155071492381,4170.401909887199,4064.4020222750255,3702.5585430895894,4349.861263747507,4425.940677795418,1,1,1,57
23,female,high-school,entry-level,6990.110044996608,0.9608310948842044,7127.998428173231,6614.822896932842,7148.9454075488375,7414.797170338373,6927.591792186706,6706.504574799658,0,0,0,45
19,other,other,skilled,9442.09550965463,0.9788858473045788,9346.249961068292,9156.876440054119,9259.145977523585,9698.331971433774,9569.12007082272,9622.848637025285,1,1,1,77
67,other,high-school,professional,1231.89594936996,0.9487919388303552,1151.6132061260537,1141.5682127529467,1311.9648222186618,1255.8725956999472,1271.1375351158538,1259.2193243062968,0,0,0,34
67,male,bachelors,semi-skilled,8165.784035440483,0.9785173755835391,8390.69530467071,8059.677422946715,8006.706260213163,8033.975898448207,8071.118456859599,8432.53086950451,1,1,1,84
63,other,other,semi-skilled,8157.28399985001,0.9434496694949386,8658.871239211041,7382.577705302518,8368.000373779294,8482.116538678818,8372.953948305329,7679.184193823063,1,1,1,77
27,other,phd,professional,4175.174792150857,0.9440971468154216,3888.353200891847,4457.21619634275,4432.266558026677,3886.4050444943814,4279.724082412767,4107.083670736723,1,1,1,85
56,other,bachelors,skilled,2359.033944045399,0.9286946137036459,2270.2287903546962,2198.295298271181,2374.503501666868,2547.2356232828797,2159.1062321435284,2604.8342185532424,1,1,1,72
67,male,other,semi-skilled,5703.217224009307,0.9602997440072755,5427.608384761455,5755.927408603629,5359.735569660779,5935.5771449436925,5893.676248549268,5846.778587537013,0,0,0,39
32,female,high-school,entry-level,9830.535314951665,0.9530800362974076,10010.928469523573,10583.406945352019,10117.23262850892,9505.332274270475,9593.979958412467,9172.33161364253,1,1,1,80
66,female,high-school,entry-level,7440.565159628149,0.947531442357774,7459.758188520807,7444.447609263542,7717.9212126753055,7125.4770856319665,6840.540489394748,8055.246372282521,1,1,1,71
52,male,masters,semi-skilled,6192.776987435223,0.9542124395703647,6190.101708284852,6255.506578506727,6549.674375160319,6057.103140001759,6434.974201487807,5669.301921169881,1,1,1,85
62,female,high-school,skilled,8464.139370634015,0.974205412392107,8373.275042710868,8586.992461724489,8674.568707983357,8678.808949871529,8419.753013708618,8051.43804780523,1,1,1,86
18,other,phd,professional,8756.674516349141,0.950379870761498,9177.53671750546,9127.34268046446,8247.528478478001,9213.780786100398,8191.147717820146,8582.71071772639,1,1,1,99
68,male,high-school,professional,7748.13219507241,0.9537329556844886,7657.585684169076,7731.830137123092,7793.304631920994,8213.005421671523,8027.763884320764,7065.303411229014,1,1,1,85
65,female,bachelors,skilled,4947.984397250732,0.9385335223706357,4882.931308882973,4832.878341900179,5421.340615858846,4534.316739750773,5268.089164033679,4748.350213077948,1,1,1,80
67,male,phd,semi-skilled,5211.534026507828,0.9406750414285004,4819.075456722016,4878.017694488901,5454.632352419663,5512.047359662631,5036.030989033051,5569.4003067207,0,0,0,55
42,male,masters,professional,5399.586784440709,0.9473844432376861,5058.618148722036,5597.772946000965,5835.8888932047685,5095.98434666116,5556.553191741269,5252.703180314061,1,1,1,88
38,female,high-school,skilled,8859.307444267317,0.9467321857915174,9056.823577399722,9089.373292096301,9458.153926154117,9027.197131012703,8530.740112744088,7993.556626196962,1,1,1,81
29,male,high-school,skilled,8666.007675419598,0.979419009271685,8583.36772705613,8816.421312014498,8458.811346910812,8566.744562301687,8985.526143726138,8585.174960508328,1,1,1,86
26,other,bachelors,semi-skilled,6125.25022468454,0.9395169491802217,6058.201503502389,5670.19001197435,6107.0469008274,5827.1224698812875,6837.068450275242,6251.872011646568,0,0,0,46
58,female,high-school,entry-level,4109.748592854063,0.9295249569069987,4479.859443363032,4023.3776752978624,4027.7280772130985,3790.6413968224806,3819.5579033953245,4517.327061032576,1,1,1,61
60,other,phd,semi-skilled,9332.784025554225,0.9683423076733332,9744.488035625598,8937.149024202285,9428.765014689645,9038.398594238211,9217.512465948026,9630.391018621589,1,1,1,92
53,male,masters,semi-skilled,5328.271497215244,0.9430237361241294,5697.163876645005,5402.03653355289,5526.441195086014,5424.204071499405,4745.907368051718,5173.875938456433,1,1,1,76
27,male,other,entry-level,4296.352708469388,0.9488690496085859,4000.016974291371,4395.715334433472,4487.236316568877,4023.3594962778957,4580.7277959476505,4291.0603332970595,1,1,1,59
36,other,masters,professional,6039.718608684241,0.9674196782990452,6124.6764124946,6412.318136257652,5855.3175618691685,5895.4745296670035,5867.658622430528,6082.8663893864905,1,1,1,89
31,male,bachelors,semi-skilled,5387.808490388735,0.9274883215515229,4886.306990283417,5891.584978797098,5545.690452016651,5468.709253911869,4848.973468322781,5685.585799000591,1,1,1,68
39,female,other,semi-skilled,3632.534971736222,0.9698106660224529,3463.3482528591494,3767.0513301842434,3517.312559533619,3692.533148042419,3629.9343569389657,3725.030182858932,0,0,0,30
25,male,masters,entry-level,3240.678381909855,0.950416952495596,3090.267459398802,3140.982316053254,3140.335690144531,3341.8178092148546,3553.715047059855,3176.951969587836,1,1,1,64
37,other,other,skilled,4491.800408725897,0.9360442815613672,4206.24200545483,4203.489139819853,4596.750193196866,4243.2549978086745,4863.409713078154,4837.656402996999,1,1,1,71
61,other,masters,skilled,4790.013542610154,0.9520132476041484,4947.565911893336,4420.161418662614,5035.098678388273,5022.528272157157,4712.4576662657855,4602.269308293757,1,1,1,79
31,other,masters,skilled,5744.637710846592,0.9385527030865035,5160.399418896517,5837.461340089254,5949.346364659384,5818.471091783407,5446.3166468078225,6255.83140284317,1,1,1,78
42,male,bachelors,semi-skilled,5873.945789196935,0.9715242482316293,5561.964045081265,5783.056998048773,6070.956609518493,5977.347435902172,5986.4861319829515,5863.863514647957,1,1,1,80
68,female,bachelors,skilled,7980.277269426258,0.951476212759857,7161.655229186206,7878.442231748475,8253.055472005233,8205.506705353146,8240.579637404353,8142.424340860132,1,1,1,90
27,female,high-school,entry-level,7833.536307228871,0.9465835576559204,7958.906437089343,7404.721992559719,8359.115969717492,8274.200390579905,7785.756488565827,7218.516564860939,1,1,1,76
57,other,bachelors,professional,1833.9777879949336,0.9374825499951054,1950.514424830542,1703.3903135966184,1829.7169213859897,1679.1159586204355,1852.5693118571883,1988.559797678826,0,0,0,35
20,male,bachelors,semi-skilled,7521.607420246476,0.9390733497221657,7036.570185181411,7542.123805299398,7822.278482046474,7064.972742941174,8348.060566014536,7315.638739995859,1,1,1,75
68,male,other,entry-level,2020.8424628613136,0.9544162889070058,1966.4151702224353,1921.0234444473074,2124.3740296351352,1947.2675758840187,2167.0456795280056,1998.9288774509782,1,1,1,51
26,other,masters,entry-level,7557.425988155096,0.9753234029091834,7695.702431514023,7517.2497720847305,7751.7135044950555,7256.57617260807,7388.9635874664855,7734.350460762212,0,0,0,50
61,other,other,semi-skilled,8089.514687519409,0.9260909387805452,7513.571238101351,8022.789655758549,7696.23403779853,9009.648440864192,7514.714698031214,8780.130054562613,1,1,1,77
53,male,phd,professional,4138.223681959889,0.9518320162994214,3924.873891780942,4196.9950104221225,4238.203612092736,4488.046049835953,3908.53863156462,4072.6848960629627,0,0,0,59
26,other,high-school,professional,7777.306995227266,0.944326907156566,7380.3213337332345,8042.300372026899,7385.086292709633,8427.455745436937,8109.677944874876,7319.000282582012,1,1,1,84
26,male,high-school,professional,7160.066925741749,0.9336063014264837,7096.264569827891,7067.387068089456,7061.145550618695,8179.802242734311,6750.25609636779,6805.546026812349,1,1,1,77
25,male,bachelors,skilled,8819.708883656456,0.9374248004557668,9719.371236334855,8165.870394838173,9336.994035066591,8853.558672306046,8374.698249682264,8467.760713710808,1,1,1,87
36,female,bachelors,entry-level,3560.5169679971605,0.9480012785158493,3480.4974126766474,3815.2356598023644,3807.7425316277618,3481.366132536373,3453.3525321128004,3324.907539227016,1,1,1,62
27,female,phd,semi-skilled,2788.7428239016626,0.9647255916918182,2825.52760921784,2800.3829463709535,2674.8460164236,2965.413270345026,2788.8450759201683,2677.4420251323872,0,0,0,43
61,female,masters,skilled,7727.942386171882,0.952687237282694,7290.539717491738,7949.901618126665,8029.27156450927,8208.5513705521,7643.797653653203,7245.592392698316,1,1,1,91
46,male,masters,skilled,7106.772332224711,0.9586679139128124,7535.58797494092,6829.595394541563,6787.00827289167,7472.799183702401,6983.593621243373,7032.04954602834,0,0,0,61
26,other,other,semi-skilled,4607.542249710932,0.9682695076020612,4581.34895002331,4747.549664279788,4694.114705801288,4612.632738379805,4703.960230473469,4305.647209307933,1,1,1,67
59,female,masters,skilled,6860.687741082848,0.9367211501962346,6436.214293846815,6672.919948912832,6353.9707339082315,7588.1588252952715,7218.919445628411,6893.943198905533,0,0,0,62
25,male,other,professional,4924.77711578407,0.9506615240524492,4498.285405538838,4973.985960313809,4950.136945872663,5334.086567709112,4903.082197609953,4889.085617660039,1,1,1,70
54,female,high-school,skilled,3498.390520874964,0.9727562930785453,3449.8947793692255,3340.922037552899,3453.3201363204444,3566.20714660117,3634.384013417879,3545.615011988165,1,1,1,65
28,other,other,skilled,8600.4045164478,0.9602896797647157,8762.805399659977,7983.633415225478,8633.40583844078,8695.004170863842,8424.947494923526,9102.630779573188,1,1,1,79
28,female,high-school,skilled,7039.196647251782,0.9449487399252884,6911.698011551528,7468.07475562268,6585.849245124201,7659.92064217288,6813.013101373389,6796.624127666014,0,1,1,68
27,male,bachelors,semi-skilled,4100.738115915089,0.9323889895226908,4362.46383223214,3864.233634893674,4320.176566658799,4398.716523523851,3991.614989796533,3667.2231483855344,0,0,0,38
32,other,bachelors,entry-level,6529.04273508042,0.9494793907575475,6751.2256415757465,6623.340989552845,6510.435204423485,6189.780559768811,6060.731907006313,7038.74210815532,1,1,1,71
47,female,bachelors,entry-level,7567.22673797741,0.9463715611650079,7717.136055491099,7319.2592657150035,8367.823752826165,7480.4027627864325,7077.538137178497,7441.2004538672645,0,0,0,46
50,male,phd,semi-skilled,5641.235114589227,0.9642257888087763,5818.956558137995,5462.486265795588,5795.308612356217,5435.565532628822,5905.670925670433,5429.422792946308,0,0,0,54
37,other,bachelors,skilled,6051.7886484110095,0.9607913456165692,6191.286645394198,6096.393588657315,5580.118377889388,6356.404127710932,6021.357576893691,6065.171573920532,1,1,1,77
59,other,high-school,skilled,6716.369212333592,0.9469799821119566,6732.4725918785625,6925.257003999376,6048.4895626674215,7071.1516589188695,6494.768978477504,7026.075478059813,1,1,1,81
25,other,other,skilled,1786.620968693179,0.9397890156744055,1951.9879446847247,1901.302912871013,1752.8501107159877,1743.7265176245126,1736.2722433188098,1633.5860829440257,1,1,1,52
50,female,phd,professional,1144.6295401201687,0.9184700249945359,1046.25149390187,1082.7413352429844,1166.4516506122795,1045.0198513529456,1266.1109167287523,1261.2019928821805,1,1,1,69
63,male,other,entry-level,1048.5846240351884,0.9477831919626196,1080.0434131653744,1085.3418993851649,1108.6299660526302,1016.8221976660589,1056.800873492615,943.8693944492875,1,1,1,49
64,male,bachelors,semi-skilled,4285.6856541188135,0.9414088179662237,4134.541402139683,4764.177400756851,4267.64957546081,4053.7210941708117,4060.7403711174506,4433.284081067274,1,1,1,75
45,male,other,skilled,5819.182462979502,0.9496611307134136,5745.766626809202,5960.640125693958,5493.980821918838,5434.050514947581,6019.706165302755,6260.950523204678,1,1,1,73
34,other,phd,entry-level,4330.490319921268,0.9407420728514163,3913.6321372790294,4639.1499419399515,4449.717956648478,4055.1616801961786,4486.3100543006685,4438.970149163297,1,1,1,77
42,male,high-school,skilled,2211.486130697351,0.9453314970849315,2166.262151013797,2265.325663237283,2165.296769504208,2258.0853813720078,2404.975052118441,2008.9717669383692,0,1,1,48
42,male,high-school,semi-skilled,2702.321566269947,0.9513694124854745,2656.6627659818764,2636.881430376675,2602.048826055333,2992.311470653213,2665.645080303836,2660.3798242487524,1,1,1,63
33,female,masters,semi-skilled,5153.5528339562625,0.9666024287991948,4981.9114619590855,5154.22149437274,5108.717402167247,5513.104857856608,5023.959248287813,5139.402539094082,0,0,0,51
33,other,masters,skilled,5036.592143880077,0.9316116441606881,4636.408393661426,4981.228817505168,5036.202498438947,5505.033016987292,4624.677795163489,5436.002341524145,1,1,1,76
22,female,masters,skilled,6040.097639503862,0.9388286306821474,5833.48556303345,5633.669740631608,5634.4506382667405,6356.971388013254,6614.606462729491,6167.4020443486315,1,1,1,80
57,female,masters,entry-level,1231.5736694491736,0.9454349875864199,1237.91683560051,1235.9799981435017,1333.9331902074357,1281.1232267445364,1171.1551948645674,1129.3335711344907,1,1,1,58
49,male,high-school,entry-level,10967.359990952556,0.9401285663091277,11370.815480675099,10372.565585254344,11241.398702061919,11341.928715392669,11674.270271312998,9803.181191018306,0,0,0,47
48,other,other,entry-level,4436.728676700619,0.9415298876533239,4524.023347105412,4764.64260891393,4689.100621888641,3988.5836745373144,4330.923329903491,4323.098477854924,1,1,1,58
59,female,masters,skilled,6051.054539684054,0.9555349928516512,6240.483148974883,5678.266552799387,6290.79247673461,5994.337539481005,5735.934164132032,6366.513355982416,0,0,0,59
27,male,phd,entry-level,4891.040838086709,0.9475727797627781,4734.143318241806,5203.304961235337,4660.173315044802,5291.936671883534,4676.2152451619895,4780.471516952793,0,0,0,44
36,female,other,entry-level,2589.945736719004,0.9427544674971206,2621.9893378680636,2340.5416266486504,2679.2645515036106,2727.481345252929,2440.763631701137,2729.633927339631,1,1,1,49
70,female,high-school,professional,9232.20366106166,0.9550086988603537,9328.806620508618,9295.045795579234,8586.604985006237,9834.369908836943,9517.544921250847,8830.849735188078,0,0,0,62
40,female,masters,skilled,4227.379954368258,0.9540366855590351,4503.934989744572,4154.544788246479,4350.794136005339,3963.9728462167577,4025.086717517657,4365.946248478744,0,0,0,46
53,male,bachelors,skilled,5090.473779974869,0.9597077165921063,5515.9141631515395,5047.180941435693,5024.918873086642,5010.493341549236,5096.369238744544,4847.9661218815645,1,1,1,76
37,female,other,skilled,6661.06336491644,0.9325163643191092,7344.386248253467,6948.03179613401,6121.785415079715,6521.698709531927,6121.3375898882105,6909.140430611312,0,0,0,43
60,other,phd,skilled,3951.9421267979374,0.9389490355499973,3750.451964446415,3740.200560742657,4107.591899787539,4241.090665315505,3657.319997420035,4214.997673075472,1,1,1,77
36,male,phd,professional,5556.77476250923,0.9772388210758285,5429.679545814264,5635.866445493477,5415.183116514293,5491.895080324204,5591.989768027975,5776.034618881165,1,1,1,84
26,male,bachelors,professional,7547.177806564877,0.9552395336483556,7258.413702245642,7592.672852159107,8131.540727134006,7469.571075024663,7086.007026155934,7744.861456669912,1,1,1,89
40,other,other,professional,2939.1129326046794,0.9503841381230178,2790.737113787845,2824.529746310376,3035.189645725456,2800.044776303075,3184.4845998374058,2999.691713663919,1,1,1,65
66,male,bachelors,skilled,6300.843007144674,0.9392684187282804,6504.341985286326,5960.693172988624,6776.663460776926,6738.2245566723395,5946.000012598272,5879.1348545455485,1,1,1,78
65,male,high-school,semi-skilled,2394.1665010980123,0.9510776136923422,2340.354128317468,2589.279284602645,2234.343136483488,2487.281429291877,2310.214125236614,2403.5269026559813,1,1,1,57
37,female,other,professional,6794.241804537848,0.9437085282933282,6385.48232171571,6655.4917080606,6668.618162553201,7595.120965543813,6616.439056350797,6844.2986130029685,1,1,1,80
63,other,phd,entry-level,7006.320975055292,0.9374262396658847,6651.582236069968,7184.420633511247,7729.275747383426,7293.064199387809,6441.818919700658,6737.764114278644,0,0,0,55
65,male,high-school,professional,6110.993398584299,0.9415854677837846,5959.584494961091,6503.822943503461,5515.574025964478,6553.883216344721,6194.42056780514,5938.675142926905,0,0,0,48
44,female,other,entry-level,9673.85077144249,0.9536932793940508,9162.021706919184,9585.928439305713,9123.01708111253,10328.372845511869,9722.537568247099,10121.226987558552,1,1,1,71
70,female,other,professional,4579.928506109254,0.9588583457171038,4212.04213928827,4566.183505577413,4774.090367194954,4580.851448938023,4779.024701441345,4567.378874215518,1,1,1,71
67,male,high-school,entry-level,6313.923936379143,0.943858698390141,6450.372045512278,5828.435840075755,6523.926965085289,6907.394454339625,6090.006073568721,6083.408239693187,1,1,1,74
34,other,bachelors,skilled,8330.493025734928,0.9604032516386736,8712.285520960484,8079.8065377802295,8236.79285859418,8055.905166040455,8041.694572092097,8856.473498942118,1,1,1,89
37,female,masters,semi-skilled,4733.672596128731,0.9444406694630776,4962.420759970562,4981.903055453553,4438.307860996817,4387.056340480356,5016.264836602471,4616.082723268627,0,0,0,43
19,male,bachelors,skilled,3481.9134660671457,0.9572773191224152,3523.1807298950403,3531.4831893025917,3374.6097967051815,3335.2603265103553,3360.6361371074654,3766.310616882241,1,1,1,65
18,other,other,entry-level,8902.747488801211,0.9597281703767012,9082.744821140119,9032.820830112594,8351.704751363066,9495.103911811082,8780.320853194251,8673.789765186151,1,1,1,72
59,female,masters,semi-skilled,5265.721860526108,0.9477624293005303,5548.879382904814,5198.379802685902,5322.434060670815,4726.927727757207,5540.803492024568,5256.906697113345,0,0,0,49
30,female,high-school,semi-skilled,8738.148961665387,0.9751379071397144,9019.388903104022,8989.515754469687,8753.88560921036,8515.405103846862,8713.245442589106,8437.452956772297,1,1,1,83
39,male,bachelors,professional,2257.0311139928513,0.9712185469636515,2228.8306167699816,2278.9885210727707,2177.1031474796637,2346.0635646987857,2185.8775443301884,2325.323289605715,1,1,1,71
24,male,bachelors,semi-skilled,4637.108782750919,0.9417832875920208,4687.9061491575685,4454.340752083935,4743.882523881645,4430.925093717345,4352.426720720134,5153.171456944884,0,1,1,58
53,male,masters,semi-skilled,7401.79245115349,0.9387687389103161,8153.610146909913,6890.805277080002,6888.996659391966,7524.233163146145,7718.410398831331,7234.699061561577,1,1,1,85
21,other,phd,entry-level,7034.724681603966,0.9582955527099133,7261.391627781254,7205.661637404584,7469.041871090866,6798.317457440159,6820.612745890401,6653.322750016528,0,0,0,49
